RequestDate,RequestTimestamp,nothing0,nothing777,nothingDD,nothingDD2,nothingSomething,nothingNothing,id0,name,symbol,slug,numMarketPairs,dateAdded,tags,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9,tags10,tags11,tags12,tags13,tags14,tags15,tags16,tags17,tags18,tags19,tags20,tags21,tags22,tags23,tags24,tags25,tags26,tags27,tags28,tags29,maxSupply,circulatingSupply,totalSupply,nothing2,id,name2,symbol2,slug2,hashUnk,RandomHash,rowId,lastUpdated, price ,volume24h,percentChange1h,percentChange24h,percentChange7Days,percentChange30Days,percentChange60Days,percentChange90Days,marketCap,lastUpdated1,marketCapDividedByPrice,totalSupplyDividedbyMarketCap,marketCapDividedbyTotalSupply,previousMarketCap,latestMarketCapVSprevious
7/18/2021,,,,,,,,2700,Celsius,CEL,celsius,41,2018-05-18T00:00:00.000Z,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695658160,238863519.8,695658160,,1027,Ethereum,ETH,ethereum,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,,59,2021-07-18T04:06:05.000Z,$5.57 ,"$19,515,273.65 ",-8.67%,519.75%,-969.54%,-1676.82%,-1661.45%,-1232.60%,"$1,329,715,975.90 ",2021-07-18T04:06:05.000Z,"238,863,519.83",0.52,1.91,"$1,264,018,996.40 ","$65,696,979.50 "
7/18/2021,,,,,,,,873,NEM,XEM,nem,108,2015-04-01T00:00:00.000Z,poi,medium-of-exchange,payments,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,8999999999,8999999999,8999999999,,,,,,,,60,2021-07-18T04:06:07.000Z,$0.15 ,"$434,995,678.68 ",-157.54%,-949.16%,2158.27%,-894.10%,-4545.81%,-6457.60%,"$1,305,141,900.88 ",2021-07-18T04:06:07.000Z,"8,999,999,999.00",6.9,0.15,"$1,442,011,172.20 ","($136,869,271.32)"
7/18/2021,,,,,,,,4847,Stacks,STX,stacks,24,2019-10-28T00:00:00.000Z,arrington-xrp-capital,blockchain-capital-portfolio,dcg-portfolio,fabric-ventures-portfolio,hashkey-capital-portfolio,huobi-capital,usv-portfolio,,,,,,,,,,,,,,,,,,,,,,,1818000000,1182917448,1352464600,,,,,,,,61,2021-07-18T04:06:06.000Z,$1.08 ,"$36,622,716.58 ",-45.62%,682.04%,-2172.71%,2389.75%,-1454.81%,-4759.73%,"$1,277,743,298.65 ",2021-07-18T04:06:06.000Z,"1,182,917,448.29",1.06,0.94,"$1,196,024,763.33 ","$81,718,535.32 "
7/18/2021,,,,,,,,131,Dash,DASH,dash,327,2014-02-14T00:00:00.000Z,mineable,hybrid-pow-pos,x11,medium-of-exchange,privacy,masternodes,dao,,,,,,,,,,,,,,,,,,,,,,,18900000,10235036.62,10235036.62,,,,,,,,62,2021-07-18T04:06:04.000Z,$121.32 ,"$227,553,657.75 ",-47.78%,608.55%,-367.67%,-2568.21%,-5604.10%,-6230.23%,"$1,241,672,941.56 ",2021-07-18T04:06:04.000Z,"10,235,036.62",0.01,121.32,"$1,170,277,281.43 ","$71,395,660.13 "
7/18/2021,,,,,,,,6783,Axie Infinity,AXS,axie-infinity,58,2020-08-31T00:00:00.000Z,collectibles-nfts,gaming,binance-launchpad,metaverse,defiance-capital,,,,,,,,,,,,,,,,,,,,,,,,,270000000,60907500,270000000,,1027,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,,63,2021-07-18T04:05:08.000Z,$20.06 ,"$1,347,486,633.70 ",-31.76%,319.54%,2258.31%,32524.42%,23080.04%,19568.03%,"$1,221,731,803.26 ",2021-07-18T04:05:08.000Z,"60,907,500.00",0.22,4.52,"$1,180,777,190.87 ","$40,954,612.39 "
7/18/2021,,,,,,,,1437,Zcash,ZEC,zcash,239,2016-10-29T00:00:00.000Z,mineable,pow,equihash,medium-of-exchange,privacy,zero-knowledge-proofs,binance-chain,boostvc-portfolio,dcg-portfolio,electric-capital-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,winklevoss-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,21000000,12229700,12229700,,,,,,,,64,2021-07-18T04:06:06.000Z,$97.44 ,"$211,369,379.38 ",-13.21%,507.16%,-883.86%,-3016.03%,-5792.84%,-6279.89%,"$1,191,679,737.51 ",2021-07-18T04:06:06.000Z,"12,229,700.00",0.01,97.44,"$1,133,488,740.48 ","$58,190,997.03 "
7/18/2021,,,,,,,,1966,Decentraland,MANA,decentraland,155,2017-09-17T00:00:00.000Z,platform,collectibles-nfts,gaming,payments,metaverse,boostvc-portfolio,dcg-portfolio,fabric-ventures-portfolio,kinetic-capital,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,1690685745,2194180927,,1027,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,,65,2021-07-18T04:06:07.000Z,$0.65 ,"$112,383,071.77 ",-28.83%,683.86%,-1120.05%,-490.48%,-3771.67%,-5307.79%,"$1,093,361,823.25 ",2021-07-18T04:06:07.000Z,"1,690,685,744.84",2.01,0.5,"$1,025,116,473.86 ","$68,245,349.39 "
7/18/2021,,,,,,,,2586,Synthetix,SNX,synthetix-network-token,192,2018-03-14T00:00:00.000Z,services,decentralized-exchange,defi,derivatives,dao,yield-farming,three-arrows-capital-portfolio,governance,synthetics,defiance-capital,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,212424133,114841533,215258834.2,,1027,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,,66,2021-07-18T04:06:06.000Z,$9.42 ,"$84,679,279.86 ",2.94%,754.43%,-1354.87%,538.22%,-5725.85%,-4775.06%,"$1,082,188,157.10 ",2021-07-18T04:06:06.000Z,"114,841,533.01",0.2,5.03,"$1,006,271,961.92 ","$75,916,195.18 "
7/18/2021,,,,,,,,5864,yearn.finance,YFI,yearn-finance,226,2020-07-18T00:00:00.000Z,defi,yield-farming,yield-aggregator,yearn-partnerships,three-arrows-capital-portfolio,polychain-capital-portfolio,governance,blockchain-capital-portfolio,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,,,36666,36635.43983,36666,,1027,Ethereum,ETH,ethereum,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,67,2021-07-18T04:05:09.000Z,"$28,734.79 ","$152,760,248.68 ",-7.64%,430.95%,-1294.42%,-2014.19%,-5768.26%,-4810.15%,"$1,052,711,571.92 ",2021-07-18T04:05:09.000Z,"36,635.44",0,"28,710.84","$1,009,219,593.50 ","$43,491,978.42 "
7/18/2021,,,,,,,,4157,THORChain,RUNE,thorchain,42,2019-07-23T00:00:00.000Z,cosmos-ecosystem,decentralized-exchange,defi,multicoin-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,500000000,234138293.2,461668422.2,,1839,Binance Chain,BNB,binance-coin,RUNE-B1A,,68,2021-07-18T04:06:03.000Z,$4.44 ,"$56,655,352.45 ",-196.28%,985.86%,-2625.97%,-4959.26%,-7651.14%,-7256.22%,"$1,040,249,651.97 ",2021-07-18T04:06:03.000Z,"234,138,293.16",0.44,2.25,"$946,898,272.92 ","$93,351,379.05 "
7/18/2021,,,,,,,,2130,Enjin Coin,ENJ,enjin-coin,165,2017-11-01T00:00:00.000Z,media,collectibles-nfts,gaming,ethereum,metaverse,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,834331121.4,1000000000,,1027,Ethereum,ETH,ethereum,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,,69,2021-07-18T04:06:03.000Z,$1.21 ,"$127,515,232.87 ",-78.72%,236.60%,-569.86%,-1065.05%,-2999.70%,-5612.50%,"$1,012,199,172.73 ",2021-07-18T04:06:03.000Z,"834,331,121.40",0.99,1.01,"$988,804,450.18 ","$23,394,722.55 "
7/18/2021,,,,,,,,5665,Helium,HNT,helium,17,2020-06-05T00:00:00.000Z,mineable,enterprise-solutions,distributed-computing,iot,usv-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,223000000,90775514.7,223000000,,,,,,,,70,2021-07-18T04:06:07.000Z,$11.14 ,"$9,317,679.86 ",-5.82%,809.74%,-1121.22%,-1676.43%,-2895.38%,-2700.92%,"$1,010,941,943.26 ",2021-07-18T04:06:07.000Z,"90,775,514.70",0.22,4.53,"$933,884,385.06 ","$77,057,558.20 "
7/18/2021,,,,,,,,2634,XinFin Network,XDC,xinfin-network,31,2018-04-12T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12281121264,37681121259,,,,,,,,71,2021-07-18T04:05:27.000Z,$0.08 ,"$2,947,715.14 ",-63.39%,438.22%,-1119.00%,423.18%,1866.94%,-2631.21%,"$1,006,666,682.04 ",2021-07-18T04:05:27.000Z,"12,281,121,264.10",37.43,0.03,"$964,386,265.49 ","$42,280,416.56 "
7/18/2021,,,,,,,,6758,SushiSwap,SUSHI,sushiswap,207,2020-08-28T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,yearn-partnerships,governance,avalanche-ecosystem,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,pantera-capital-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,250000000,127244443,228359490.8,,1027,Ethereum,ETH,ethereum,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,,72,2021-07-18T04:06:06.000Z,$7.66 ,"$390,377,291.81 ",-177.02%,1339.17%,-270.74%,-863.99%,-6011.37%,-4527.05%,"$974,554,468.65 ",2021-07-18T04:06:06.000Z,"127,244,443.00",0.23,4.27,"$859,458,326.57 ","$115,096,142.08 "
7/18/2021,,,,,,,,2682,Holo,HOT,holo,81,2018-04-29T00:00:00.000Z,platform,distributed-computing,filesharing,storage,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72674E+11,1.77619E+11,,1027,Ethereum,ETH,ethereum,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,,73,2021-07-18T04:06:05.000Z,$0.01 ,"$78,069,076.42 ",-47.60%,479.44%,-730.30%,-3129.76%,-4867.32%,-7043.01%,"$903,754,292.00 ",2021-07-18T04:06:05.000Z,"172,673,864,847.80",196.54,0.01,"$862,407,033.07 ","$41,347,258.93 "
7/18/2021,,,,,,,,3330,Paxos Standard,PAX,paxos-standard,147,2018-09-27T00:00:00.000Z,store-of-value,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,889071442.9,889071442.9,,1027,Ethereum,ETH,ethereum,0x8e870d67f660d95d5be530380d0ec0bd388289e1,,74,2021-07-18T04:06:03.000Z,$1.00 ,"$80,559,592.88 ",-3.19%,-6.76%,-11.56%,-8.33%,-5.40%,13.74%,"$888,747,089.19 ",2021-07-18T04:06:03.000Z,"889,071,442.91",1,1,"$889,348,388.78 ","($601,299.59)"
7/18/2021,,,,,,,,3155,Quant,QNT,quant,34,2018-08-10T00:00:00.000Z,platform,interoperability,,,,,,,,,,,,,,,,,,,,,,,,,,,,14612493,12072738,14612493.08,,1027,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,,75,2021-07-18T04:06:03.000Z,$71.99 ,"$8,677,679.02 ",73.31%,233.52%,-1026.23%,365.04%,2159.98%,7922.94%,"$869,092,641.09 ",2021-07-18T04:06:03.000Z,"12,072,738.00",0.02,59.48,"$849,260,414.87 ","$19,832,226.23 "
7/18/2021,,,,,,,,2087,KuCoin Token,KCS,kucoin-token,33,2017-10-24T00:00:00.000Z,marketplace,centralized-exchange,discount-token,,,,,,,,,,,,,,,,,,,,,,,,,,,170118638,80118638,170118638,,1027,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,,76,2021-07-18T04:06:02.000Z,$10.75 ,"$18,179,779.79 ",-64.15%,1309.08%,-1653.03%,1605.15%,1071.87%,-2653.19%,"$861,402,431.99 ",2021-07-18T04:06:02.000Z,"80,118,638.00",0.2,5.06,"$761,690,657.85 ","$99,711,774.14 "
7/18/2021,,,,,,,,2694,Nexo,NEXO,nexo,45,2018-05-01T00:00:00.000Z,services,payments,arrington-xrp-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,560000011,1000000000,,1839,Binance Chain,BNB,binance-coin,NEXO-A84,,77,2021-07-18T04:06:06.000Z,$1.51 ,"$6,803,324.35 ",1.44%,796.46%,-590.64%,-1809.80%,-4516.52%,-5820.00%,"$845,285,552.63 ",2021-07-18T04:06:06.000Z,"560,000,011.00",1.18,0.85,"$782,928,569.82 ","$62,356,982.81 "
7/18/2021,,,,,,,,4558,Flow,FLOW,flow,33,2021-01-27T00:00:00.000Z,collectibles-nfts,coinbase-ventures-portfolio,coinfund-portfolio,dcg-portfolio,ledgerprime-portfolio,a16z-portfolio,,,,,,,,,,,,,,,,,,,,,,,,1344157523,50946679,1365946679,,,,,,,,78,2021-07-18T04:06:05.000Z,$16.00 ,"$129,289,066.37 ",-34.17%,178.20%,-1221.28%,3838.35%,-1567.15%,-5241.28%,"$815,183,178.23 ",2021-07-18T04:06:05.000Z,"50,946,679.00",1.68,0.6,"$800,910,555.31 ","$14,272,622.91 "
7/18/2021,,,,,,,,1697,Basic Attention Token,BAT,basic-attention-token,248,2017-06-01T00:00:00.000Z,marketing,content-creation,defi,payments,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,1500000000,1488718839,1500000000,,1027,Ethereum,ETH,ethereum,0x0d8775f648430679a709e98d2b0cb6250d2887ef,,79,2021-07-18T04:06:07.000Z,$0.55 ,"$278,118,690.69 ",-17.03%,-450.76%,-65.13%,-1575.58%,-4653.17%,-6039.08%,"$814,428,372.81 ",2021-07-18T04:06:07.000Z,"1,488,718,838.97",1.84,0.54,"$852,872,620.52 ","($38,444,247.72)"
7/18/2021,,,,,,,,8335,Mdex,MDX,mdex,43,2021-01-27T00:00:00.000Z,decentralized-exchange,defi,yield-farming,amm,binance-smart-chain,heco-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,545282360.9,1000000000,,,,,,,,80,2021-07-18T04:06:04.000Z,$1.49 ,"$43,953,683.98 ",-45.64%,361.40%,-726.50%,-2659.25%,-3321.66%,-5267.03%,"$812,779,432.30 ",2021-07-18T04:06:04.000Z,"545,282,360.94",1.23,0.81,"$781,414,822.99 ","$31,364,609.31 "
7/18/2021,,,,,,,,6535,NEAR Protocol,NEAR,near-protocol,44,2020-08-11T00:00:00.000Z,platform,staking,coinbase-ventures-portfolio,coinfund-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,1000000000,414559002,1000000000,,,,,,,,81,2021-07-18T04:05:22.000Z,$1.95 ,"$51,436,320.08 ",3.85%,661.78%,-665.99%,-3667.67%,-6274.51%,-6304.43%,"$809,840,994.49 ",2021-07-18T04:05:22.000Z,"414,559,002.00",1.23,0.81,"$760,565,114.24 ","$49,275,880.25 "
7/18/2021,,,,,,,,2469,Zilliqa,ZIL,zilliqa,103,2018-01-25T00:00:00.000Z,mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,21000000000,11494780717,14786247870,,,,,,,,82,2021-07-18T04:05:22.000Z,$0.06 ,"$33,609,330.97 ",-61.37%,449.82%,-1079.80%,-3693.11%,-5993.70%,-6888.24%,"$739,138,257.00 ",2021-07-18T04:05:22.000Z,"11,494,780,716.62",20,0.05,"$707,094,594.70 ","$32,043,662.30 "
7/18/2021,,,,,,,,2083,Bitcoin Gold,BTG,bitcoin-gold,65,2017-10-23T00:00:00.000Z,mineable,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,17513923.59,17513923.59,,,,,,,,83,2021-07-18T04:06:02.000Z,$41.35 ,"$33,405,953.80 ",186.52%,1204.48%,-506.92%,-2650.67%,-4903.74%,-5794.67%,"$724,216,767.23 ",2021-07-18T04:06:02.000Z,"17,513,923.59",0.02,41.35,"$646,363,442.50 ","$77,853,324.73 "
7/18/2021,,,,,,,,3945,Harmony,ONE,harmony,39,2019-06-01T00:00:00.000Z,platform,enterprise-solutions,scaling,smart-contracts,binance-launchpad,binance-labs-portfolio,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,12600000000,10320940485,13107823464,,,,,,,,84,2021-07-18T04:05:10.000Z,$0.07 ,"$15,386,911.09 ",-31.70%,236.78%,-1654.87%,-1392.53%,-5772.78%,-4889.78%,"$699,172,802.21 ",2021-07-18T04:05:10.000Z,"10,320,940,484.79",18.75,0.05,"$682,924,205.52 ","$16,248,596.70 "
7/18/2021,,,,,,,,2394,Telcoin,TEL,telcoin,21,2018-01-14T00:00:00.000Z,medium-of-exchange,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+11,54157110195,1E+11,,1027,Ethereum,ETH,ethereum,0x467bccd9d29f223bce8043b84e8c8b282827790f,,85,2021-07-18T04:06:05.000Z,$0.01 ,"$10,450,310.96 ",-44.10%,950.95%,-1757.85%,-5860.29%,-6705.33%,6198.80%,"$683,545,361.10 ",2021-07-18T04:06:05.000Z,"54,157,110,195.29",146.3,0.01,"$624,188,059.58 ","$59,357,301.52 "
7/18/2021,,,,,,,,1727,Bancor,BNT,bancor,208,2017-06-18T00:00:00.000Z,marketplace,decentralized-exchange,defi,payments,amm,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,233241274.7,233241274.7,,1027,Ethereum,ETH,ethereum,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,,86,2021-07-18T04:05:07.000Z,$2.89 ,"$31,459,783.31 ",-17.13%,388.83%,-874.59%,-2273.62%,-5241.46%,-5964.71%,"$674,024,237.91 ",2021-07-18T04:05:07.000Z,"233,241,274.68",0.35,2.89,"$646,886,328.77 ","$27,137,909.14 "
7/18/2021,,,,,,,,3897,OKB,OKB,okb,49,2019-04-30T00:00:00.000Z,marketplace,centralized-exchange,discount-token,alameda-research-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000,300000000,,1027,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,,87,2021-07-18T04:05:10.000Z,$10.97 ,"$181,588,969.84 ",-18.46%,63.21%,1364.24%,-1698.66%,-5321.82%,-3890.68%,"$657,967,338.95 ",2021-07-18T04:05:10.000Z,"60,000,000.00",0.46,2.19,"$653,834,293.41 ","$4,133,045.54 "
7/18/2021,,,,,,,,5567,Celo,CELO,celo,38,2020-05-22T00:00:00.000Z,pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,,,,,,,,,,,,,,,,,,,,1000000000,265980036,1000000000,,,,,,,,88,2021-07-18T04:05:23.000Z,$2.39 ,"$19,098,555.93 ",-114.79%,496.41%,-1686.15%,-1565.87%,-5171.43%,-4262.80%,"$637,009,643.75 ",2021-07-18T04:05:23.000Z,"265,980,036.00",1.57,0.64,"$606,883,254.82 ","$30,126,388.93 "
7/18/2021,,,,,,,,2135,Revain,REV,revain,20,2017-11-01T00:00:00.000Z,platform,reputation,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,85061485690,85061485690,,1027,Ethereum,ETH,ethereum,0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9,,89,2021-07-18T04:06:03.000Z,$0.01 ,"$3,626,375.94 ",0.06%,-764.22%,-381.77%,-3861.39%,-7079.11%,-4619.96%,"$591,376,509.17 ",2021-07-18T04:06:03.000Z,"85,061,485,689.83",143.84,0.01,"$640,310,171.03 ","($48,933,661.86)"
7/18/2021,,,,,,,,1698,Horizen,ZEN,horizen,64,2017-06-01T00:00:00.000Z,mineable,pow,medium-of-exchange,enterprise-solutions,content-creation,privacy,masternodes,sidechain,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,21000000,11310293.75,11310293.75,,,,,,,,90,2021-07-18T04:05:08.000Z,$51.28 ,"$25,409,762.71 ",-72.54%,287.81%,-1211.10%,-3904.72%,-5026.27%,-5347.93%,"$580,004,884.99 ",2021-07-18T04:05:08.000Z,"11,310,293.75",0.02,51.28,"$562,736,955.88 ","$17,267,929.10 "
7/18/2021,,,,,,,,1684,Qtum,QTUM,qtum,186,2017-05-24T00:00:00.000Z,platform,smart-contracts,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,107822406,98539025.73,103572829,,,,,,,,91,2021-07-18T04:06:05.000Z,$5.82 ,"$129,682,223.73 ",-17.34%,655.14%,-1042.89%,-3173.80%,-6380.23%,-7085.35%,"$573,333,329.25 ",2021-07-18T04:06:05.000Z,"98,539,025.73",0.18,5.54,"$538,066,555.66 ","$35,266,773.60 "
7/18/2021,,,,,,,,2499,SwissBorg,CHSB,swissborg,6,2018-02-02T00:00:00.000Z,asset-management,staking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,1000000000,,1027,Ethereum,ETH,ethereum,0xba9d4199fab4f26efe3551d490e3821486f135ba,,92,2021-07-18T04:06:06.000Z,$0.57 ,"$2,088,060.29 ",-21.15%,1022.24%,-636.31%,-1308.37%,-4382.68%,-4380.82%,"$570,093,899.23 ",2021-07-18T04:06:06.000Z,"1,000,000,000.00",1.75,0.57,"$517,221,235.07 ","$52,872,664.16 "
7/18/2021,,,,,,,,2566,Ontology,ONT,ontology,139,2018-03-08T00:00:00.000Z,enterprise-solutions,identity,binance-smart-chain,polkadot-ecosystem,huobi-capital,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,876616316,1000000000,,,,,,,,93,2021-07-18T04:06:06.000Z,$0.65 ,"$78,202,926.71 ",-20.64%,487.12%,-445.37%,-2731.91%,-6223.81%,-7273.95%,"$568,157,646.52 ",2021-07-18T04:06:06.000Z,"876,616,316.00",1.76,0.57,"$541,767,292.66 ","$26,390,353.87 "
7/18/2021,,,,,,,,109,DigiByte,DGB,digibyte,100,2014-02-06T00:00:00.000Z,mineable,pow,multiple-algorithms,medium-of-exchange,collectibles-nfts,iot,payments,,,,,,,,,,,,,,,,,,,,,,,21000000000,14498349880,14498349880,,,,,,,,94,2021-07-18T04:06:03.000Z,$0.04 ,"$16,389,636.08 ",-77.63%,568.11%,-319.63%,-2832.96%,-5905.97%,-7309.51%,"$568,373,782.44 ",2021-07-18T04:06:03.000Z,"14,498,349,880.08",25.51,0.04,"$537,710,842.26 ","$30,662,940.18 "
7/18/2021,,,,,,,,2577,Ravencoin,RVN,ravencoin,79,2018-03-10T00:00:00.000Z,mineable,platform,crowdfunding,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000000,9229850000,9229850000,,,,,,,,95,2021-07-18T04:06:06.000Z,$0.06 ,"$185,438,510.92 ",-26.65%,737.87%,2164.55%,-1352.01%,-4869.58%,-7001.20%,"$564,148,996.41 ",2021-07-18T04:06:06.000Z,"9,229,850,000.00",16.36,0.06,"$524,972,539.85 ","$39,176,456.56 "
7/18/2021,,,,,,,,6538,Curve DAO Token,CRV,curve-dao-token,135,2020-08-14T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,governance,framework-ventures,alameda-research-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,3303030299,375258415.3,1549427202,,1027,Ethereum,ETH,ethereum,0xD533a949740bb3306d119CC777fa900bA034cd52,,96,2021-07-18T04:06:05.000Z,$1.48 ,"$86,640,322.07 ",-56.48%,425.69%,-1446.31%,-2923.72%,-5455.03%,-5582.21%,"$554,459,200.34 ",2021-07-18T04:06:05.000Z,"375,258,415.29",2.79,0.36,"$530,778,458.13 ","$23,680,742.21 "
7/18/2021,,,,,,,,1896,0x,ZRX,0x,213,2017-08-16T00:00:00.000Z,platform,decentralized-exchange,defi,dao,substrate,polkadot,polkadot-ecosystem,polychain-capital-portfolio,governance,blockchain-capital-portfolio,boostvc-portfolio,fabric-ventures-portfolio,kinetic-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,1000000000,845323730.6,1000000000,,1027,Ethereum,ETH,ethereum,0xe41d2489571d322189246dafa5ebde1f4699f498,,97,2021-07-18T04:06:07.000Z,$0.65 ,"$35,036,563.27 ",-9.59%,646.43%,-1558.26%,-2499.84%,-5564.09%,-6467.97%,"$549,354,382.48 ",2021-07-18T04:06:07.000Z,"845,323,730.63",1.82,0.55,"$515,998,618.26 ","$33,355,764.21 "
7/18/2021,,,,,,,,1042,Siacoin,SC,siacoin,54,2015-08-26T00:00:00.000Z,mineable,pow,blake2b,platform,distributed-computing,filesharing,storage,dragonfly-capital-portfolio,fenbushi-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,,,,,48333052992,48333052992,,,,,,,,98,2021-07-18T04:06:03.000Z,$0.01 ,"$29,805,525.46 ",-28.80%,667.88%,-1014.32%,-2464.07%,-5367.29%,-7689.39%,"$546,593,010.72 ",2021-07-18T04:06:03.000Z,"48,333,052,992.00",88.43,0.01,"$512,328,246.06 ","$34,264,764.66 "
7/18/2021,,,,,,,,4779,HUSD,HUSD,husd,81,2019-10-15T00:00:00.000Z,pow,medium-of-exchange,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,532711954.7,532711954.7,,1027,Ethereum,ETH,ethereum,0xdf574c24545e5ffecb9a659c229253d4111d87e1,,99,2021-07-18T04:06:06.000Z,$1.00 ,"$403,787,570.99 ",-0.48%,-8.25%,-9.41%,-9.72%,-9.28%,11.93%,"$532,580,749.85 ",2021-07-18T04:06:06.000Z,"532,711,954.70",1,1,"$519,774,698.47 ","$12,806,051.38 "
7/18/2021,,,,,,,,1808,OMG Network,OMG,omg,247,2017-07-14T00:00:00.000Z,medium-of-exchange,payments,state-channels,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,140245399,140245398.2,140245398.2,,,,,,,,100,2021-07-18T04:06:07.000Z,$3.78 ,"$141,976,138.70 ",-20.94%,402.05%,-653.53%,-2337.63%,-5255.85%,-5604.45%,"$529,999,184.40 ",2021-07-18T04:06:07.000Z,"140,245,398.25",0.26,3.78,"$544,000,572.31 ","($14,001,387.91)"
7/19/2021,2021-07-19T04:06:50.439Z,0,,21,1,,5706,1,Bitcoin,BTC,bitcoin,9019,2013-04-28T00:00:00.000Z,mineable,pow,sha-256,store-of-value,state-channels,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures,galaxy-digital-portfolio,huobi-capital,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-xzy-screener,21000000,18760218,18760218,,,,,,,,1,2021-07-19T04:06:02.000Z,"$31,596.39 ","$17,511,641,334.74 ",15.77%,-170.82%,-827.47%,-999.98%,-1945.25%,-4230.14%,"$592,755,227,411.68 ",2021-07-19T04:06:02.000Z,"18,760,218.00",0,"31,596.39","$603,030,650,329.93 ","($10,275,422,918.26)"
